stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3485,2403,Hyde Park at Royal York SB - #2403,,42.977781,-81.321509,,,,,,0
3486,2404,Hyde Park at South Carriage NB - #2404,,42.995536,-81.330459,,,,,,0
3487,2405,Hyde Park at South Carriage SB - #2405,,42.995037,-81.330379,,,,,,0
3489,2407,Oakcrossing at Mapleridge north - #2407,,42.991285,-81.307739,,,,,,0
3490,2408,Oakcrossing at Mapleridge south - #2408,,42.988703,-81.305456,,,,,,0
3488,2409,Oakcrossing Gate at Oakcrossing Rd SB - #2409,,42.990626,-81.31165,,,,,,0
2045,2410,Oxford at Veterans EB - #2410,,43.022426,-81.159591,,,,,,0
3492,2411,Page at Cuddy EB - #2411,,43.017674,-81.152605,,,,,,0
3493,2412,Sovereign at Admiral NB - #2412,,43.00452,-81.150482,,,,,,0
3494,2413,Sovereign North of Admiral SB - #2413,,43.005617,-81.147772,,,,,,0
3495,2414,669 Sovereign NB - #2414,,43.00778,-81.151293,,,,,,0
459,2415,Beaverbrook at Capulet WB - #2415,,42.988455,-81.299991,,,,,,0
3501,2417,Beaverbrook at Horizon EB - #2417,,42.990257,-81.293584,,,,,,0
3502,2418,Beaverbrook at Proudfoot EB - #2418,,42.990798,-81.29173,,,,,,0
3498,2419,Seagull at Hyde Park EB - #2419,,43.008561,-81.335487,,,,,,0
3496,2421,Stanton at Fanshawe Park Rd NB - #2421,,43.010842,-81.333697,,,,,,0
3504,2423,Victoria Hospital at Zone E WB - #2423,,42.961601,-81.224164,,,,,,0
1504,2426,Commissioners at Western Counties Rd - #2426,,42.958514,-81.22334,,,,,,0
2435,2428,Wellington Between Creston and Wilkins NB - #2428,,42.948492,-81.227842,,,,,,0
3515,2433,South Wenige at McCallum WB - #2433,,43.044845,-81.249525,,,,,,0
3514,2434,Sunningdale at Gough EB - #2434,,43.050511,-81.247662,,,,,,0
3513,2435,Thistlewood at South Wenige EB - #2435,,43.046989,-81.253405,,,,,,0
3505,2436,Westmount Mall at Stop 4 - #2436,,42.947502,-81.291672,,,,,,0
3506,2437,Westmount Mall at Stop 5 - #2437,,42.9473,-81.292217,,,,,,0
3507,2438,Westmount Mall at Stop 6 - #2438,,42.947352,-81.291827,,,,,,0
1816,2447,Highbury at Rembrandt Valley SB - #2447,,43.033142,-81.222247,,,,,,0
2091,2449,Pond Mills north of Scenic SB - #2449,,42.972444,-81.209591,,,,,,0
2238,2452,Shelbourne between Burlington and Deveron EB - #2452,,42.96255,-81.19923,,,,,,0
3525,2453,Commissioners at Highbury EB - #2453,,42.963056,-81.188761,,,,,,0
3575,2458,Riverside Elemertary School EB - #2458,,42.975214,-81.305469,,,,,,0
3554,2461,Commissioners at Beachwood WB - #2461,,42.956137,-81.276837,,,,,,0
3561,2462,Commissioners west of Beachwood EB - #2462,,42.955804,-81.278701,,,,,,0
3556,2463,353 Commissioners - #2463,,42.955854,-81.279878,,,,,,0
3558,2464,Commissioners at Forest Edge WB - #2464,,42.954813,-81.287851,,,,,,0
3559,2465,Commissioners at Forest Edge EB - #2465,,42.954529,-81.288286,,,,,,0
3557,2466,Commissioners at Topping Lane WB - #2466,,42.955326,-81.284038,,,,,,0
3560,2467,Commissioners at Topping Lane EB - #2467,,42.955281,-81.283906,,,,,,0
3581,2468,Darnley at Meadowgate EB - #2468,,42.954763,-81.173716,,,,,,0
3570,2469,Fanshawe at Glenora EB - #2469,,43.039771,-81.2382,,,,,,0
3571,2470,Fanshawe west of McLean EB - #2470,,43.040448,-81.235822,,,,,,0
3567,2472,Glenora at Glengarry WB - #2472,,43.031788,-81.243471,,,,,,0
3565,2475,Glenora at Rideau WB - #2475,,43.035027,-81.236915,,,,,,0
3555,2476,Lighthouse at Emerald NB - #2476,,42.958934,-81.171508,,,,,,0
1972,2477,Lighthouse at Reardon NB - #2477,,42.960028,-81.171739,,,,,,0
1973,2478,Lighthouse at White Sands NB - #2478,,42.956574,-81.170588,,,,,,0
3551,2482,Meadowgate at Dormer SB - #2482,,42.956891,-81.179056,,,,,,0
3549,2483,Meadowgate at Evans SB - #2483,,42.960995,-81.180924,,,,,,0
3550,2484,Meadowgate at Goodfellow SB - #2484,,42.958945,-81.181192,,,,,,0
3548,2485,Meadowgate at Reardon SB - #2485,,42.962849,-81.180444,,,,,,0
3572,2486,Reardon at Chelton WB - #2486,,42.96102,-81.174192,,,,,,0
3547,2488,Roxburgh at Castleton WB - #2488,,42.919576,-81.20377,,,,,,0
3546,2490,Sise at Green Valley NS SB - #2490,,42.922103,-81.202517,,,,,,0
3545,2492,Sise at Wilton Grove FS SB - #2492,,42.926519,-81.203194,,,,,,0
3582,2493,Hyde Park at Sarnia NB - #2493,,42.989005,-81.327212,,,,,,0
3583,2494,Hyde Park at Sarnia SB - #2494,,42.989282,-81.32754,,,,,,0
3698,2499,Victoria Hospital West Entrance NB - #2499,,42.958824,-81.228335,,,,,,0
3727,2504,Main at Bainard Street - #2504,,42.910348,-81.29678,,,,,,0
3714,2505,517 Fanshawe Park Road - #2505,,43.019831,-81.306159,,,,,,0
3722,2506,Campbell at Marianna SB - #2506,,42.908825,-81.290361,,,,,,0
3723,2507,Campbell at Sunray SB - #2507,,42.906921,-81.289498,,,,,,0
3726,2508,Col Talbot at Broadway NB - #2508,,42.907747,-81.299135,,,,,,0
3711,2510,Fanshawe at Aldersbrook EB - #2510,,43.01512,-81.321545,,,,,,0
3710,2511,Fanshawe at Aldersbrook WB - #2511,,43.015051,-81.322581,,,,,,0
3713,2512,Fanshawe at Derwent WB - #2512,,43.023108,-81.294879,,,,,,0
3715,2513,Fanshawe at Foxwood WB - #2513,,43.016618,-81.317236,,,,,,0
3716,2514,Fanshawe at Pinnacle EB - #2514,,43.02166,-81.299195,,,,,,0
3712,2515,Fanshawe at Pinnacle WB - #2515,,43.021573,-81.300172,,,,,,0
3708,2516,Fanshawe at Wonderland EB - #2516,,43.018567,-81.309713,,,,,,0
3709,2517,Fanshawe at Wonderland WB - #2517,,43.0189,-81.309473,,,,,,0
3707,2518,Main at Campbell EB - #2518,,42.911671,-81.291879,,,,,,0
3721,2522,Wharncliffe & Campbell - #2522,,42.912394,-81.290943,,,,,,0
3720,2523,Wharncliffe at Savoy SB - #2523,,42.917457,-81.284838,,,,,,0
3730,2525,Wonderland at Bradley FS NB - #2525,,42.932846,-81.279825,,,,,,0
3729,2528,Wonderland at Wharncliffe NB - #2528,,42.924222,-81.277947,,,,,,0
3735,2531,Commissioners at Cadeau Terrace 1 WB - #2531,,42.963896,-81.347073,,,,,,0
3736,2532,Commissioners at Cadeau Terrace 2 WB - #2532,,42.965448,-81.350985,,,,,,0
3742,2533,Commissioners at Chestnut Hill 1 SB - #2533,,42.965489,-81.351525,,,,,,0
3743,2534,Commissioners at Chestnut Hill 2 SB - #2534,,42.963767,-81.347056,,,,,,0
3744,2535,Commissioners at Grandview EB - #2535,,42.963298,-81.344232,,,,,,0
3734,2536,Commissioners at Grandview WB - #2536,,42.963281,-81.3438,,,,,,0
3748,2537,Commissioners at Halls Mills EB - #2537,,42.960233,-81.334417,,,,,,0
3745,2538,Commissioners at Reynolds SB - #2538,,42.962395,-81.341114,,,,,,0
3747,2539,Commissioners at Stephen SB - #2539,,42.961279,-81.33756,,,,,,0
3738,2542,Kains at Kirkpatrick NB - #2542,,42.972453,-81.356629,,,,,,0
3732,2543,Kains at Oxford NB - #2543,,42.968622,-81.35529,,,,,,0
3739,2545,Kains at Riverbend WB - #2545,,42.974116,-81.36311,,,,,,0
3737,2546,Kains at Summerville NB - #2546,,42.973192,-81.357717,,,,,,0
3740,2547,Riverbend at Shore SB - #2547,,42.969093,-81.361089,,,,,,0
3741,2548,Shore at Kains EB - #2548,,42.969417,-81.355801,,,,,,0
3750,2549,Doon north of Muskoka NB - #2549,,43.022923,-81.260715,,,,,,0
3781,2575,Beaverbrook at Oakcrossing west WB - #2575,,42.987393,-81.311797,,,,,,0
3795,2589,Notre Dame at Belmont NB - #2589,,42.945862,-81.26784,,,,,,0
3794,2590,Notre Dame at Norton NB - #2590,,42.942767,-81.266955,,,,,,0
3793,2591,Notre Dame at Southdale NB - #2591,,42.940578,-81.266504,,,,,,0
3796,2592,Notre Dame at Viscount NB - #2592,,42.948463,-81.270496,,,,,,0
3792,2593,Wharncliffe & Legendary FS SB - #2593,,42.937396,-81.261016,,,,,,0
3791,2594,Wharncliffe & Southdale NS SB - #2594,,42.941215,-81.257979,,,,,,0
3797,2595,Wharncliffe & Morgan FS SB - #2595,,42.926969,-81.273561,,,,,,0
3800,2596,Wonderland & Power Centre Driveway - #2596,,42.936613,-81.280747,,,,,,0
3804,2597,Bradley Medical Centre - #2597,,42.934185,-81.229978,,,,,,0
3802,2598,Jalna south of Archer 2 SB - #2598,,42.925985,-81.229217,,,,,,0
3801,2600,Third South of Oxford SB - #2600,,43.01016,-81.18933,,,,,,0
3805,2601,Briarhill south of Melsandra 2 SB - #2601,,43.018166,-81.22686,,,,,,0
3809,2605,Base Line at Cotswold WB - #2605,,42.958416,-81.27099,,,,,,0
3813,2610,Wonderland & Wharncliffe FS 2 NB - #2610,,42.926019,-81.278341,,,,,,0
3815,2611,3935 Cheese Factory Road - #2611,,42.933423,-81.160603,,,,,,0
3818,2612,Commerce at Global NB - #2612,,42.933104,-81.167782,,,,,,0
3819,2613,Commerce at Max Brose NB - #2613,,42.935706,-81.16844,,,,,,0
3817,2614,Fanshawe at Dalmagarry EB - #2614,,43.012144,-81.331911,,,,,,0
3816,2615,Fanshawe at Dalmagarry WB - #2615,,43.012396,-81.331691,,,,,,0
3820,2616,Parkwood Hospital at Mental Health Building - #2616,,42.954056,-81.226738,,,,,,0
3831,2619,Colonel Talbot at Southdale NB - #2619,,42.936291,-81.317145,,,,,,0
3821,2620,Cranbrook at Barclay SB - #2620,,42.940934,-81.303746,,,,,,0
3835,2621,Cranbrook at Barclay NB - #2621,,42.940907,-81.303501,,,,,,0
3822,2622,Cranbrook at Birchmount WB - #2622,,42.938746,-81.305251,,,,,,0
3834,2623,Cranbrook at Roberston Place EB - #2623,,42.93861,-81.306893,,,,,,0
3823,2624,Cranbrook at Schraeder WB - #2624,,42.938708,-81.307824,,,,,,0
3836,2625,Cranbrook & Viscount NB - #2625,,42.944139,-81.302879,,,,,,0
3832,2629,Southdale at Pomeroy EB - #2629,,42.936735,-81.311914,,,,,,0
3833,2631,Tillman at Southdale NB - #2631,,42.937358,-81.30857,,,,,,0
3824,2632,Tillman at Southdale SB - #2632,,42.936809,-81.308815,,,,,,0
3837,2633,Viscount at Dunsmoor EB - #2633,,42.944816,-81.298567,,,,,,0
3880,2635,Admiral at Trafalgar NB - #2635,,42.994339,-81.165684,,,,,,0
3843,2636,Clarke & Bayview FS NB - #2636,,42.978243,-81.162381,,,,,,0
3845,2637,Clarke & Bayview NS SB - #2637,,42.978538,-81.162646,,,,,,0
3844,2638,Clarke & Gore NS SB - #2638,,42.980898,-81.163876,,,,,,0
3846,2639,Clarke & Pension SB - #2639,,42.97535,-81.161051,,,,,,0
3842,2640,Clarke & Pension NB - #2640,,42.975383,-81.160947,,,,,,0
3870,2641,Ferndale at Hampstead EB - #2641,,42.94714,-81.247113,,,,,,0
3871,2642,Ferndale at Hampstead WB - #2642,,42.947192,-81.247644,,,,,,0
3869,2643,Ferndale at Homeview EB - #2643,,42.94692,-81.250697,,,,,,0
3872,2645,Ferndale at Vincent WB - #2645,,42.946761,-81.243845,,,,,,0
3865,2646,Gore at Braesyde EB - #2646,,42.978112,-81.172935,,,,,,0
3866,2647,Gore at Firestone EB - #2647,,42.979066,-81.169465,,,,,,0
3864,2648,Gore at Valleyview Apartments EB - #2648,,42.976956,-81.177237,,,,,,0
3856,2650,Hale at Hamilton NB - #2650,,42.977769,-81.191056,,,,,,0
3857,2651,Hale at Magee NB - #2651,,42.981756,-81.191144,,,,,,0
3850,2652,Hamilton at Braesyde WB - #2652,,42.974125,-81.171728,,,,,,0
3841,2653,Clarke at Hamilton NB - #2653,,42.970898,-81.158681,,,,,,0
3848,2654,Hamilton at Crimson WB - #2654,,42.971267,-81.163125,,,,,,0
3840,2655,Hamilton at Crimson EB - #2655,,42.971194,-81.163131,,,,,,0
3855,2656,Hamilton at Fairmont WB - #2656,,42.97713,-81.189507,,,,,,0
3847,2657,Hamilton at Clarke WB - #2657,,42.97066,-81.159213,,,,,,0
3851,2658,Hamilton opp Oaklands Tower WB - #2658,,42.974825,-81.174103,,,,,,0
3849,2659,Hamilton at River Run WB - #2659,,42.972893,-81.167624,,,,,,0
3852,2660,Hamilton at Valleyview Appartments WB - #2660,,42.975412,-81.177125,,,,,,0
3853,2661,Hamilton at Watmar WB - #2661,,42.976184,-81.182626,,,,,,0
3854,2662,Hamilton at YMCA WB - #2662,,42.976602,-81.185674,,,,,,0
3867,2663,Hyde Park at Hazelden SB - #2663,,42.968815,-81.316153,,,,,,0
3868,2664,Hyde Park at Riverside SB - #2664,,42.964655,-81.314941,,,,,,0
3861,2665,Manitoulin at Tweedsmuir SB - #2665,,42.982431,-81.181183,,,,,,0
3875,2666,Marconi at Exmouth WB - #2666,,42.98719,-81.156276,,,,,,0
3877,2667,Marconi at Julia NB - #2667,,42.987999,-81.163007,,,,,,0
3878,2668,Marconi at Noel NB - #2668,,42.989722,-81.164239,,,,,,0
3879,2670,Marconi at Trafalgar NB - #2670,,42.99274,-81.167273,,,,,,0
3876,2671,Marconi at Woodview WB - #2671,,42.986551,-81.160893,,,,,,0
3863,2672,Montabello at Eldorado SB - #2672,,42.977398,-81.178169,,,,,,0
3862,2673,Montabello at Tweedsmuir SB - #2673,,42.980081,-81.17982,,,,,,0
3859,2674,Tweedsmuir & Court Lane W Leg EB - #2674,,42.982168,-81.185297,,,,,,0
3858,2675,Tweedsmuir at Fairway EB - #2675,,42.982974,-81.190822,,,,,,0
3860,2676,Tweedsmuir & Manitoulin EB - #2676,,42.982669,-81.187178,,,,,,0
3881,2677,Wexford & Admiral NB - #2677,,42.996373,-81.164955,,,,,,0
3888,2683,Horton at Springbank WB - #2683,,42.975348,-81.269979,,,,,,0
3889,2684,Grand at Bellevue EB - #2684,,42.97138,-81.246221,,,,,,0
3892,2685,Hyde Park at North Routledge Park NB - #2685,,43.003185,-81.334084,,,,,,0
3893,2686,Hyde Park at North Routledge Park 1 SB - #2686,,43.003538,-81.334617,,,,,,0
3891,2687,Hyde Park at North Routledge Park 2 SB - #2687,,43.000982,-81.333294,,,,,,0
3894,2688,Springbank at Forest Hill WB - #2688,,42.972636,-81.274765,,,,,,0
3895,2689,Wellington at Harlech Gt SB - #2689,,42.941826,-81.225455,,,,,,0
2845,2690,Adelaide at Dufferin SB - #2690,,42.991425,-81.232891,,,,,,0
3904,2691,Sunray at Howard WB - #2691,,42.905571,-81.294421,,,,,,0
3901,2693,Adelaide at Blackwater SB - #2693,,43.044659,-81.259913,,,,,,0
3903,2697,Sunningdale at Adelaide WB - #2697,,43.046477,-81.26173,,,,,,0
3900,2699,Sunningdale at Blackwater EB - #2699,,43.045234,-81.26551,,,,,,0
3902,2700,Sunningdale at YMCA WB - #2700,,43.047611,-81.257938,,,,,,0
3906,2701,Beaverbrook at Whetherfield EB - #2701,,42.987011,-81.304547,,,,,,0
2828,2702,Westminster at Thompson Rd SB - #2702,,42.967767,-81.224865,,,,,,0
3905,2703,Colonel Talbot at Sunray NB - #2703,,42.905244,-81.297939,,,,,,0
3917,2704,Fanshawe at Highbury WB - #2704,,43.043082,-81.227354,,,,,,0
3913,2705,Grenfell at Grenfell Cres NB - #2705,,43.038941,-81.249265,,,,,,0
3911,2706,Grenfell at Adelaide EB - #2706,,43.03817,-81.255708,,,,,,0
3912,2707,Grenfell at Laing EB - #2707,,43.03879,-81.252709,,,,,,0
3914,2708,Grenfell at Midale NB - #2708,,43.040411,-81.248328,,,,,,0
3915,2709,Grenfell at Trossacks EB - #2709,,43.042841,-81.24634,,,,,,0
3919,2710,1550 Highbury NB - #2710,,43.033585,-81.222315,,,,,,0
3918,2711,Highbury at Killarney NB - #2711,,43.039406,-81.224896,,,,,,0
3920,2712,Highbury at Townsend NB - #2712,,43.028165,-81.219642,,,,,,0
3908,2713,Phillbrook at Billybrook NB 1 - #2713,,43.035063,-81.26471,,,,,,0
3909,2714,Phillbrook at Billybrook NB 2 - #2714,,43.037259,-81.263054,,,,,,0
3907,2715,Phillbrook at Donnybrook NB - #2715,,43.033056,-81.26439,,,,,,0
3910,2716,Phillbrook at Pennybrook EB - #2716,,43.038484,-81.259974,,,,,,0
3933,2730,Wonderland south of Farrah NB - #2730,,42.985342,-81.293364,,,,,,0
39,2731,Argyle Mall SB - Stop 1 - #2731,,43.002596,-81.17356,,,,,,0
3934,2732,Fanshawe at McLean EB - #2732,,43.041596,-81.231737,,,,,,0
2507,2733,White Oaks Mall Stop 4 - #2733,,42.932158,-81.223251,,,,,,0
3935,2734,Fanshawe at Stackhouse WB - #2734,,43.04059,-81.236044,,,,,,0
3936,2735,King at Richmond EB - #2735,,42.982543,-81.2488,,,,,,0
3937,2736,King at Talbot EB - #2736,,42.981637,-81.252034,,,,,,0
3940,2737,Queens at Richmond WB - #2737,,42.985124,-81.250081,,,,,,0
3941,2738,Queens at Talbot WB - #2738,,42.984518,-81.25234,,,,,,0
3938,2739,King at Wellington EB - #2739,,42.983787,-81.244139,,,,,,0
3944,2740,Richmond at King SB - #2740,,42.982623,-81.249175,,,,,,0
3942,2741,Richmond north of Queens SB - #2741,,42.985098,-81.250438,,,,,,0
3943,2742,Richmond south of Queens SB - #2742,,42.984459,-81.250107,,,,,,0
3945,2743,Ridout at York NB - #2743,,42.980336,-81.252865,,,,,,0
3939,2744,Waterloo & King St SB - #2744,,42.984423,-81.241892,,,,,,0
3954,2745,Oxford at Veteran's Memorial Parkway WB - #2745,,43.022779,-81.15913,,,,,,0
3964,2748,Southdale at Singleton NS EB - #2748,,42.939259,-81.27664,,,,,,0
3965,2749,Southdale at Springmeadow EB - #2749,,42.939714,-81.270057,,,,,,0
3946,2750,Sunningdale at Canvas Way WB - #2750,,43.043604,-81.271192,,,,,,0
3963,2751,Wharncliffe at Castle Rock SB - #2751,,42.932731,-81.266579,,,,,,0
3962,2752,Wonderland at Bradley NS NB - #2752,,42.929391,-81.279073,,,,,,0
3948,2753,Fanshawe at Dalmagarry FS1 EB - #2753,,43.01347,-81.327632,,,,,,0
3951,2754,Fanshawe at Dalmagarry NS2 WB - #2754,,43.013903,-81.326357,,,,,,0
3949,2755,Fanshawe at Foxwood EB - #2755,,43.016456,-81.317319,,,,,,0
3950,2756,Fanshawe west of Wonderland WB - #2756,,43.017394,-81.314351,,,,,,0
3972,2758,Commissioners at Andover EB - #2758,,42.956092,-81.274636,,,,,,0
3971,2759,Commissioners at West WB - #2759,,42.956494,-81.270401,,,,,,0
3974,2760,Dalhousie at Brixham WB - #2760,,42.938928,-81.291187,,,,,,0
3973,2761,Dalhousie south of McMaster SB - #2761,,42.940333,-81.28826,,,,,,0
3955,2762,Kernohan at Ridgewood Cres NB - #2762,,42.968108,-81.280591,,,,,,0
3956,2763,Kernohan at Springbank Dr SB - #2763,,42.968954,-81.281168,,,,,,0
3957,2764,Southcrest at Base Line Rd WB - #2764,,42.963995,-81.280197,,,,,,0
3968,2765,Southcrest at Base Line EB - #2765,,42.963954,-81.279755,,,,,,0
3958,2766,Southcrest at Gardenwood Dr WB - #2766,,42.963886,-81.284769,,,,,,0
3966,2767,Southcrest east of Gardenwood EB - #2767,,42.96383,-81.28437,,,,,,0
3976,2768,Southdale at Pine Valley EB - #2768,,42.938701,-81.283717,,,,,,0
3975,2769,Southdale at SW Community Centre EB - #2769,,42.938393,-81.288383,,,,,,0
3969,2770,Topping Lane at Commissioners NB - #2770,,42.955886,-81.283106,,,,,,0
3970,2772,Windermere at Western EB - #2772,,43.015039,-81.276075,,,,,,0
4043,2773,Opp 1985 Richmond NB - #2773,,43.035214,-81.286993,,,,,,0
3978,2774,1985 Richmond SB - #2774,,43.035062,-81.287222,,,,,,0
3982,2779,Adelaide at Glenora SB - #2779,,43.028772,-81.251725,,,,,,0
3983,2780,Ambleside at Corley FS SB - #2780,,43.016003,-81.285717,,,,,,0
3984,2781,Ambleside at Grangeover Cres NS SB - #2781,,43.016308,-81.290829,,,,,,0
3985,2782,Ambleside at Hesketh NS SB - #2782,,43.019092,-81.292747,,,,,,0
3987,2784,Ambleside at Whitehaven NS SB - #2784,,43.020914,-81.294322,,,,,,0
4044,2785,Philip Aziz at Western NB - #2785,,43.002102,-81.27609,,,,,,0
4102,2786,Barker at Huron NB - #2786,,43.015762,-81.231649,,,,,,0
4103,2787,Barker at Kipps NS NB - #2787,,43.020269,-81.236254,,,,,,0
4104,2788,Barker at Melsandra FS NB - #2788,,43.018783,-81.232522,,,,,,0
3990,2790,Bradley west of Ernest WB - #2790,,42.934461,-81.236875,,,,,,0
3989,2791,Bradley west of Ernest 2 WB - #2791,,42.934504,-81.240483,,,,,,0
3988,2792,Bradley at Jalna FS EB - West Leg - #2792,,42.933373,-81.243164,,,,,,0
3991,2793,Bradley west of Jalna WB - East Leg - #2793,,42.934342,-81.228901,,,,,,0
3992,2794,Bradley west of Jalna WB - West Leg - #2794,,42.93316,-81.244069,,,,,,0
4114,2796,Colborne at Cheapside SB - #2796,,43.003593,-81.248574,,,,,,0
4112,2797,Colborne at Grosvenor SB - #2797,,43.001941,-81.247725,,,,,,0
4113,2798,Colborne at Grosvenor NB - #2798,,43.001633,-81.24739,,,,,,0
4110,2800,Colborne at St. James NB - #2800,,42.999516,-81.246304,,,,,,0
4111,2801,Colborne at St. James SB - #2801,,42.999882,-81.246661,,,,,,0
3993,2802,Commissioners at Carnegie EB - #2802,,42.95707,-81.252776,,,,,,0
3994,2803,Commissioners at Carnegie WB - #2803,,42.957299,-81.25202,,,,,,0
3995,2804,Commissioners at High EB - #2804,,42.957999,-81.234836,,,,,,0
3996,2805,Commissioners at High WB - #2805,,42.958172,-81.235294,,,,,,0
3997,2806,Commissioners at Highland Heights EB - #2806,,42.957504,-81.244155,,,,,,0
3998,2807,Commissioners at Highland WB - #2807,,42.95706,-81.258284,,,,,,0
3999,2808,Commissioners at Kingsford WB - #2808,,42.958033,-81.238789,,,,,,0
4000,2809,Commissioners at Ridout WB - #2809,,42.957808,-81.242128,,,,,,0
4002,2810,Commissioners at Upper Queens FS EB - #2810,,42.95769,-81.240978,,,,,,0
4003,2811,Commissioners at Wellington NS EB - #2811,,42.958113,-81.231224,,,,,,0
4004,2812,Commissioners at Wellington WB - #2812,,42.958353,-81.230904,,,,,,0
4005,2813,Commissioners at Wharncliffe FS EB - #2813,,42.956738,-81.259968,,,,,,0
4006,2814,Commissioners at Wharncliffe WB - #2814,,42.956915,-81.261072,,,,,,0
4007,2815,Commissioners at Wortley WB - #2815,,42.957617,-81.245721,,,,,,0
4008,2816,Deveron at Banbury NB - #2816,,42.959415,-81.192223,,,,,,0
4009,2817,Deveron at Glenroy EB - #2817,,42.954873,-81.194643,,,,,,0
4010,2818,Deveron at Lysanda NB - #2818,,42.956786,-81.191196,,,,,,0
4011,2819,Deveron at Pond Mills EB - #2819,,42.955722,-81.198692,,,,,,0
4013,2820,Exeter at Breck FS 2 EB - #2820,,42.922879,-81.250712,,,,,,0
4012,2822,Exeter at Breck FS 1 EB - #2822,,42.922582,-81.253885,,,,,,0
4020,2823,Exeter at Meadowbrook NS WB - #2823,,42.922099,-81.262122,,,,,,0
4019,2824,Exeter at Meadowbrook FS WB - #2824,,42.921669,-81.267691,,,,,,0
4015,2825,Exeter at Meadowbrook FS 1 EB - #2825,,42.921557,-81.266372,,,,,,0
4017,2826,Exeter at Meadowbrook FS 2 EB - #2826,,42.921883,-81.262239,,,,,,0
4021,2827,Exeter at White Oak Road WB - #2827,,42.923078,-81.250843,,,,,,0
4023,2828,Exeter at Wonderland FS WB - #2828,,42.920822,-81.277777,,,,,,0
4022,2829,Exeter at Wonderland FS EB - #2829,,42.920771,-81.276599,,,,,,0
4024,2830,Fanshawe at Freemont WB - #2830,,43.036392,-81.250153,,,,,,0
4095,2831,Fanshawe at Richmond EB - #2831,,43.026756,-81.282094,,,,,,0
4096,2832,Fanshawe at Richmond WB - #2832,,43.02702,-81.282138,,,,,,0
4025,2833,Fanshawe at Trossacks FS EB - #2833,,43.038004,-81.243949,,,,,,0
4026,2834,Fanshawe at Trossacks FS WB - #2834,,43.038011,-81.24474,,,,,,0
4101,2835,Fanshawe at Wonderland NS EB - #2835,,43.018259,-81.310615,,,,,,0
4027,2838,Glenora at Adelaide EB - #2838,,43.029212,-81.251314,,,,,,0
4028,2839,Glenora at Fanshawe SB - #2839,,43.039197,-81.238956,,,,,,0
4029,2840,Glenora at Glengarry EB - #2840,,43.031786,-81.243307,,,,,,0
4030,2841,Glenora at McLean NB - #2841,,43.036837,-81.236716,,,,,,0
4031,2842,Glenora at McLean SB - #2842,,43.037156,-81.237099,,,,,,0
4032,2843,Glenora at Rideau EB - #2843,,43.034064,-81.237431,,,,,,0
4033,2844,Grenfell at Devos EB - #2844,,43.043682,-81.243259,,,,,,0
4034,2845,Grenfell at Devos WB - #2845,,43.043804,-81.243271,,,,,,0
4036,2846,Grenfell at Stackhouse WB - #2846,,43.044562,-81.23994,,,,,,0
4035,2847,Grenfell at Stackhouse EB - #2847,,43.044568,-81.239735,,,,,,0
4037,2848,Grenfell at Trossacks WB - #2848,,43.043026,-81.245849,,,,,,0
4038,2849,Huron at Lambton NB - #2849,,43.006084,-81.271791,,,,,,0
4040,2853,Meadowlands at Quarrier SB - #2853,,43.032365,-81.294308,,,,,,0
4039,2854,Meadowlands at Quarrier NB - #2854,,43.032528,-81.294123,,,,,,0
4042,2855,Meadowlands at Sunningdale SB - #2855,,43.035777,-81.295948,,,,,,0
4041,2856,Meadowlands at Sunningdale NB - #2856,,43.036043,-81.295833,,,,,,0
4045,2857,Pinnacle at East Rivertrace Walk NS NB - #2857,,43.023625,-81.30063,,,,,,0
4046,2858,Pinnacle at Fanshawe FS SB - #2858,,43.021126,-81.299463,,,,,,0
4047,2859,Pinnacle at McGarrell NS SB - #2859,,43.023319,-81.300635,,,,,,0
4049,2860,Pinnacle at Plane Tree SB - #2860,,43.025572,-81.301863,,,,,,0
4048,2861,Pinnacle at Plane Tree NS NB - #2861,,43.02576,-81.301789,,,,,,0
4050,2862,Plane Tree at Faircloth FS WB - #2862,,43.027201,-81.298574,,,,,,0
4051,2863,Plane Tree at Faircloth NS EB - #2863,,43.027095,-81.298419,,,,,,0
4052,2864,Pond Mills at Oldham South Leg SB - #2864,,42.959338,-81.200146,,,,,,0
4055,2866,Quarrier at Plane Tree SB - #2866,,43.028609,-81.295467,,,,,,0
4054,2867,Quarrier at Plane Tree NB - #2867,,43.028742,-81.295371,,,,,,0
4056,2868,Raleigh at Colonel Talbot WB - #2868,,42.932945,-81.316234,,,,,,0
4057,2869,Raleigh at Raleigh Cres E Leg WB - #2869,,42.933356,-81.314034,,,,,,0
4058,2870,Richmond at Bernard NB - #2870,,43.011232,-81.263469,,,,,,0
4059,2871,Richmond at North Centre FS NB - #2871,,43.029675,-81.284077,,,,,,0
4060,2872,Richmond at North Centre FS SB - #2872,,43.028753,-81.28395,,,,,,0
4062,2873,Richmond at Plane Tree NB - #2873,,43.0325,-81.285569,,,,,,0
4061,2874,Richmond at Plane Tree FS SB - #2874,,43.032019,-81.285629,,,,,,0
4065,2876,Richmond at Western 2 SB - #2876,,43.020209,-81.279239,,,,,,0
4064,2877,Richmond at Western NB - #2877,,43.020339,-81.278865,,,,,,0
4100,2878,Southdale at Montgomery WB - #2878,,42.943475,-81.227054,,,,,,0
